product_id,Sales,Orders,name,cat1,cat2,cat3
4543,2142.5299999999997,194,Ducray Sensinol Champú 200 ml	,Higiene y cuidado personal,Cabello,Champu
3802,2141.04,42,Serum10 Supreme Vichy Liftactiv 50ml + Serum Contorno Ojos 15ml,,,
9551,2140.82,80,Hylo Parin 10 ml,Salud,Óptica,Colirios
35415,2139.46,197,Uriage Hyseac 3-Regul Cuidado Global Piel Grasa 40ml,Cosmética y Belleza,Facial,Acné
9697,2138.12,613,Lacer Junior Sabor Fresa 75ml,Higiene y cuidado personal,Dental,Dentífricos
54085,2137.2400000000002,175,100% Natural Aceite de Coco Virgen Ecologico 500ml,Salud,Belleza,Piel
7601,2135.66,92,ReduGras Chitosán Vegetal 500mg y Vitamina C 60 Comprimidos,Nutrición,Pérdida de peso,Quemagrasas
5603,2134.93,168,La Roche Posay Respectissime Desmaquillante de Ojos Waterproof 125 ml ,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
81147,2127.04,44,Sérum Endocare C Ferulic Edafence 30 ml,Cosmética y Belleza,Facial,Serum
45304,2125.65,37,Progen Plactive 20 Sobres Polvo Pack Ahorro 3,,,
38725,2125.11,80,Apivita Aqua Vita Serum Hidratacion Avanzada Revitalizante 30 ml,,,
5225,2124.65,145,Xeralaude 6 Leche Hidratante 1000 ml Cumlaude,,,
58097,2124.5099999999998,52,,,,
83575,2123.4700000000003,81,Pañales Moltex Premium Talla 4 Maxi 9-15kg 84uds,,,
40096,2121.19,143,Bella Aurora Gel Protector Solar SPF50+ Piel Mixta Grasa 50 ml,Cosmética y Belleza,Sol,Protección Nieve
14074,2121.08,272,Senobell Concentrado Reafirmante 200 ml,Cosmética y Belleza,CorporalCuello, Escote y Pecho
11352,2119.97,94,NEUTROGENA Loción Corporal Reparación Intensa Piel Sensible pack 750 ml + 750 ml,,,
45160,2119.11,36,XLS CptaGra Caja Grande 180 Comprimidos + 180 Comprimidos PACK AHORRO,,,
12534,2119.03,106,Topyline acción detergente dosificador 150 ml,Cosmética y Belleza,Facial,Acné
2543,2118.9700000000003,390,Neutrogena Balsamo Nariz Y Labios 15ml,Cosmética y Belleza,Labial,Hidratantes Labiales
15604,2118.53,167,Coenzima Q10 Plus Sotya 60 Perlas,Salud,Vitaminas y Minerales, Suplementos
67123,2118.23,160,Lactoflora Protector Intimo 20 Capsulas,Salud,Mujer,Infecciones íntimas
12403,2117.34,81,Bimanan Pro Crema ECO Chocolate 540 G,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
24157,2115.45,197,Be+ Pediatrics Triplo Toallitas Dermolimpiadoras Extra Suaves 72 Unidades x 3,,,
40090,2113.57,146,Bella Aurora L+. Antimanchas acción local Piel sensible SPF 20 10ml,Cosmética y Belleza,Facial,Antimanchas
3658,2111.66,333,Ducray Dexeryl Crema Tubo 250 ml,Cosmética y Belleza,Corporal,Piel Seca y atópica
63277,2111.33,103,Suavinex Crema Antiestrias 400ml + 100ml,,,
5389,2110.89,117,Avene Crema para pieles Intolerantes Enriquecida 50 ml,Cosmética y Belleza,Facial,Piel Seca
8141,2110.65,242,Neutrogena Crema Manos Antiedad 50ml DUPLO,,,
5907,2109.85,221,Weleda Loción Capilar de Romero 100 ml ,Higiene y cuidado personal,Cabello,Anticaída
635,2108.7799999999997,123,Avene Hydrance Optimale Enriquecida 40 ml,Cosmética y Belleza,Facial,Hidratantes
9363,2103.62,54,Almiron ADVANCE 1 800gr,Infantil,Alimentación infantil,Leches infantiles
37668,2102.9700000000003,164,Colagenova Hialuronic+ 30 caps Vaminter ,Salud,Belleza,Piel
8579,2102.88,151,Plantapol Onagrapol 1000 120 Perlas,,,
8154,2102.7,94,Audiovit 30 Capsulas,Salud,Vitaminas y Minerales, Multivitamínicos
52783,2100.95,135,La Roche Posay Nutritic Intense Crema Reconstituyente 50ml,Cosmética y Belleza,Facial,Hidratantes
6557,2100.5,133,Repavar Regeneradora Aceite de Rosa de Mosqueta 150 ml Spray,,,
5173,2099.54,45,,,,
623,2097.04,165,Avene Locion Limpiadora Pieles Intolerantes 200 ml,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
10721,2093.7,160,Ns Lactoben 50 comprimidos,,,
41812,2091.58,80,Segle DMAE Lift 10 Serum 30ml,Cosmética y Belleza,Facial,Serum
50717,2087.34,99,Bella Aurora B7 Cuidado Anti Edad Anti Manchas 50ml,Cosmética y Belleza,Facial,Antimanchas
4402,2086.61,108,Aquilea Prostate 30 Cápsulas,Salud,Aparato Urinario,Próstata
5671,2085.5,128,La Roche Posay Rosaliac UV Spf-15 40 ml,Cosmética y Belleza,Facial,Antiarrugas
5757,2085.2,127,Isdin Fotoprotector Fusion Gel Body 50+ 100 ml,Cosmética y Belleza,Sol,Protectores solares
6321,2084.55,53,Kerium Loción Anticaida 125 ml La Roche Posay,,,
44126,2082.6,155,GineCanesbalance Gel Vaginal Bayer 7 Aplicadores,Salud,Mujer,Infecciones íntimas
9956,2080.94,106,Eladiet Vita Woman Menopausia Dia y Noche 60 Comprimidos,,,
10824,2080.93,118,Eucerin Duplo Solar Niños Spray 50+ 200 ml + 200 ml,,,
22966,2078.93,41,Sensilis PURE PERFECTION Crema 50ml + Serum 30ml,,,
4266,2077.58,117,La Roche Posay Hydraphase UV Ligera 50 ml XL ,Cosmética y Belleza,Facial,Hidratantes
69346,2077.58,107,Exelvit 30 Capsulas,Salud,Mujer,Embarazo y lactancia
40471,2074.5699999999997,150,La Roche Posay Anthelios XL Fluido SPF50+ 50ml,,,
2484,2074.2799999999997,163,Boreade Crema Lavante Dosificador 200 ml,Cosmética y Belleza,Facial,Acné
3307,2072.05,71,Sensilis Supreme Caviar Midnight 50ml,Cosmética y Belleza,Facial,Antiarrugas
78055,2071.19,162,Mustela Crema Balsamo 123 2x100ml + Crema Balsamo 50ml + Linimento 50ml,,,
3714,2070.53,163,Martiderm Liposomas 10 Ampollas,Cosmética y Belleza,Facial,Acné
11933,2065.05,91,Glaan Lactocapil 30 comprimidos,Salud,Belleza,Cabello | Uñas
62833,2062.28,167,Apivita Mascarilla Nutritiva y Reparadora 200ml,Higiene y cuidado personal,Cabello,Mascarillas
76166,2060.61,46,Migrasin Sin Cafeina 60 Cápsulas,,,
2860,2059.9,86,Sikenform Diuridren 14 Sobres,Nutrición,Pérdida de peso,Drenajes
64274,2058.69,88,RougeXpert Fluido 360º Tratamiento Intensivo Lullage 50ml,,,
22498,2058.05,141,NUXE Mascarilla Detox Vitaminada con Agua de Naranja BIO 50ml,,,
71417,2055.77,97,Remescar Arañas Vasculares 40ml,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
46000,2055.66,223,Compeed Ampollas Mediano 10 unidades ,Salud,BotiquínApósitos, tiritas y gasas
74585,2051.96,83,Huile Prodigieuse Riche Nuxe Piel Seca 100ml,Higiene y cuidado personal,Cabello,Peinado y tratamiento
1587,2050.39,82,Jalea Real Ginseng Arko 20 Ampollas,Salud,Vitaminas y Minerales,Jalea real
44123,2049.7,152,Bepanthol SensiDaily 150ml,,,
5790,2048.98,83,Sensilis Pure Perfection Serum refinador antiedad 30 ml,Cosmética y Belleza,Facial,Acné
94062,2047.32,19,Electroestimulante Time Control +Talika,Cosmética y Belleza,Ojos,Contorno de Ojos
373,2046.47,132,Vichy Homme Hydra Mag C Tratamiento Hidratante Antifatiga 50ml,Cosmética y Belleza,Facial,Hidratantes
77465,2045.85,66,Alflorex 30 Cápsulas,,,
4081,2045.57,85,Uriage Bariederm Crema Barrera 75ml,Salud,Botiquín,Quemaduras y cicatrices
11277,2043.88,230,Elifexir Culo 10 200 ml,Cosmética y Belleza,Corporal,Reductores y reafirmantes
48558,2042.23,162,Cumlaude Higiene Intima Deligyn 500ml + 500ml Duplo ,,,
20386,2041.98,266,Oraldine Antiseptico Enjuague Bucal 400ml + 200 ml,Higiene y cuidado personal,Dental,Colutorios
11376,2041.76,93,Fotoprotector Wet Skin Spray Transparente SPF50+ Isdin 200ml,Cosmética y Belleza,Sol,Protectores solares
1761,2039.67,201,Nutraisdin Locion Hidratante Corporal 500ml Isdin Baby Skin,,,
71180,2039.32,104,Colirio Ojo Seco VisuXL 10ml,Salud,Óptica,Colirios
77491,2039.29,61,Sesderma Acglicolic Classic Forte Crema-Gel Hidratante Antienvejecimiento 50ml + Ferulac liposomal serum 30 ml,,,
61085,2036.6000000000001,93,Caudalie Vineactiv Tratamiento Ojos Alisante Antifatiga 15ml,Cosmética y Belleza,Ojos,Contorno de Ojos
3394,2036.21,99,Pilexil 100 Capsulas,Higiene y cuidado personal,Cabello,Anticaída
9501,2036.1499999999999,62,Iwhite pack kit blanqueamiento dental + pasta dental blanqueadora + colutorio blanqueador,Higiene y cuidado personal,Dental,Dentífricos
11960,2035.78,118,A.Vogel Menosan Salvia 30comp.,Salud,Mujer,Menopausia
24460,2035.2099999999998,159,Lavidal Duplo Niños Spray FPS 50 200 ml,,,
35939,2034.27,242,Uriage Agua Micelar Pieles con Rojeces 500ml ,Cosmética y Belleza,Facial,Rojeces
8662,2031.83,102,Prisma Natural Colagen Plus Sabor Frutas del Bosque 30 Sobres,Salud,Belleza,Antienvejecimiento
71360,2031.06,165,Sebium Global Cover Con Color Bioderma 30ml ,Cosmética y Belleza,Facial,Acné
3745,2027.36,142,Bella Aurora Splendor Crema Anti Papada Cuello y escote 50ml,Cosmética y Belleza,Facial,Antiarrugas
4472,2027.3,114,Leti AT4 Intensive crema 100 ml,Cosmética y Belleza,Facial,Hidratantes
77296,2026.7900000000002,187,Propoleo + Equinacea + Vitamina C Binature 100 Comprimidos,Salud,Vitaminas y Minerales,Multivitamínicos
4237,2026.3600000000001,114,Germinal Acción Inmediata 10 Ampollas ,Cosmética y Belleza,Facial,Antiarrugas
34571,2026.32,129,Lambdapil Anticaida Champú 400ml ,Higiene y cuidado personal,Cabello,Anticaída
80510,2026.15,60,ArkoFlex Colageno Hidrolizado y Curcuma Sabor Naranja 2x390g DUPLO ,Salud,Huesos articulaciones y músculos,Colágeno
38007,2025.4,304,Mustela Musti Eau de Soin Delicate Fragance 50 ml ,Infantil,Higiene infantil,Colonias
6426,2024.68,154,Klorane Bebe Gel Cuerpo Y Cabello 500 ml + 500 ml DUPLO,Infantil,Higiene infantil,Gel-Champú
4534,2024.08,117,LetiAT4 Crema Corporal 200 ml,Cosmética y Belleza,Corporal,Hidratación
56015,2023.68,244,La Roche Posay Effaclar Agua Micelar Ultra Pieles Grasas 400ml,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
11578,2022.22,118,Fotoprotector Fusion Fluid Mineral SPF50+ Isdin 50ml,Cosmética y Belleza,Sol,Protectores solares
11239,2017.66,336,Vitis 2 Cepillos Dentales Medio Access +Regalo Vitis Pasta Blanqueadora 15ml,,,
2048,2017.32,59,Singuladerm Xpert Collageneur Antiarrugas 50ml,Cosmética y Belleza,Facial,Antiarrugas
9968,2016.42,293,Eladiet Fitotablet Vid Roja 60 Comprimidos,Salud,Problemas cardiovasculares y circulación,
63004,2013.4199999999998,159,Nuxe Sun Coffret Verano Crema Deliciosa SPF30 50ml + Champu 50ml + After Sun 50ml,,,
69301,2011.25,93,Exelvit Fertil 30 Sobres,Salud,Mujer,Embarazo y lactancia
14457,2010.24,93,Casenbiotic Limon 30 Comprimidos,Salud,Trastornos digestivos ,Flora intestinal y digestión
78073,2008.6,53,Endocare Cellage Crema 50ml + 7 Ampollas Endocare C Oilfree,,,
35557,2007.08,49,Progen Plactive 20 Sobres ,,,
14915,2006.71,80,Balneum Plus Loción 500ml,,,
11067,2005.65,61,ARMOLIPID 20 Comprimidos,,,
29256,2002.92,78,Sensilis Skin Delight Crema Dia SPF15 50ml ,Cosmética y Belleza,Facial,Antiarrugas
93717,2001.94,30,Endocare C Proteoglicanos SPF30 30Uds con REGALO Tratamiento Piel Nueva,,,
24208,2000.6399999999999,125,Avene Leche Solar Especial Niños Resistente al Agua Pieles Sensibles SPF50+ 250ml,Cosmética y Belleza,Sol,Protección Nieve
12544,2000.6100000000001,57,Basiko mature crema tarro 50 ml CosmeClinik,Cosmética y Belleza,Facial,Antiarrugas
60650,2000.11,168,Systane Ultra UD Gotas Oftalmicas 30 monodosis ,Salud,Óptica,Colirios
3717,1999.8899999999999,86,Martiderm Crema Despigmentante 40 ml,Cosmética y Belleza,Facial,Antimanchas
8787,1997.31,95,Hansaplast Reductor de Cicatrices 21 Apositos,Salud,Botiquín,Quemaduras y cicatrices
10426,1996.27,124,La Roche Posay Rosaliac UV Riche Hidratante Antirojeces 40 ml,Cosmética y Belleza,Facial,Rojeces
78613,1995.77,40,Body Slim Global Anticelulitico Lierac 200ml DUPLO,,,
6014,1995.1299999999999,160,,,,
8467,1995.09,117,Caudalie Espuma Limpiadora Fleur De Vigne 150ml + 150ml DUPLO,,,
7264,1994.08,179,Germisdin 1 Litro + Regalo: Germisdin 100ml,,,
1794,1993.45,124,Isdin Avena Syndet Liquido,Higiene y cuidado personal,Corporal,Geles
4015,1993.17,126,La Roche Posay Toleriane Teint Maquillaje fluido Beige Oscuro N13 30ml SPF25,Cosmética y Belleza,Facial,Maquillajes
5271,1993.0900000000001,252,Cumlaude CLX 10 Ovulos Vaginales ,Higiene y cuidado personal,Íntima,Limpieza
72285,1992.45,55,Kit Despigmentante Manchas Oscuras y Localizadas Martiderm,,,
6339,1988.42,70,Colnatur Colágeno 300 Gramos Sabor Frutas del Bosque,,,
5059,1987.04,131,Nuxe Prodigieux Contorno de ojos 15 ml,,,
6405,1986.55,69,Resveradox Forte 30 Cápsulas con 50 mg Resveratrol + 30 Cápsulas DUPLO ARKO,,,
644,1986.1100000000001,184,Avene Exfoliante Suave Purificante 75 ml,Higiene y cuidado personal,Facial,Exfoliantes
13053,1983.41,115,Neutrogena Duplo Loción Confort Balm 300ml + 300 ml Azul,Cosmética y Belleza,Corporal,Hidratación
21653,1981.75,134,SESDERMA Sebovalis Champú Tratante 200ml,Higiene y cuidado personal,Cabello,Champu
14545,1980.16,251,Klorane Champú Seco a la leche de Avena Extra Suave Color Natural 150ml,Higiene y cuidado personal,Cabello,Champu
45583,1977.3799999999999,48,Vichy Dercos Aminexil Clinical 5 Tratamiento Anticaida Hombre 21monodosis 6ml,Higiene y cuidado personal,Cabello,Anticaída
70405,1976.0300000000002,56,Azelac Ru Crema Gel Despigmentante Sesderma 50 ml + Ferulac liposomal serum 30 ml,,,
50567,1975.66,106,Belcils Tratamiento Completo Pestañas Serum 3ml + Crema 4ml,Cosmética y Belleza,Ojos,Pestañas
10247,1974.2600000000002,76,Somatoline Cosmetic Reductor Drenante Piernas 200ml,Cosmética y Belleza,Corporal,Reductores y reafirmantes
41944,1974.21,180,Aquilea Lax Enemas con Manzanilla y Malva 6 enemas,Salud,Trastornos digestivos ,Estreñimiento
40003,1973.45,200,,,,
3308,1972.8899999999999,95,Sensilis Supreme Caviar Contorno Ojos 15 ml,Cosmética y Belleza,Ojos,Bolsas en ojos
717,1972.1299999999999,158,Avene Solar (SPF50+) Emulsión Oil-free 50ml,Cosmética y Belleza,Facial,Acné
6169,1971.99,297,SensiLacer Gel Dentífrico con Fluor 125 ml,Higiene y cuidado personal,Dental,Dentífricos
4216,1971.97,90,Sensilis Eternalist Contorno de Ojos 15 ml,Cosmética y Belleza,Ojos,Contorno de Ojos
21611,1971.91,65,SESDERMA Hylanses 60 Cápsulas,Salud,Belleza,Piel
1797,1971.3700000000001,186,Daylisdin Champu Uso Frecuente 500ml,Higiene y cuidado personal,Cabello,Champu
4062,1970.67,133,Mustela Stelatopia Crema Emoliente 300ml,Infantil,Higiene infantil,Pieles Atópicas
49739,1970.55,96,BlueCap Champu 400ml,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
53380,1970.27,74,Olmitos Soporte para Cubeta Bañera Bebé +0m,Infantil,Mobiliario y descanso del bebé,Bañeras de Bebé
9462,1969.6000000000001,70,Cysticlean 60 Capsulas,Salud,Aparato Urinario,cistitis
8772,1969.5,77,,,,
6180,1969.18,137,Corega Sin Sabor 70 Gramos,Higiene y cuidado personal,Dental,Prótesis Dentales
7478,1966.5500000000002,157,Caudalie Espuma Limpiadora Fleur De Vigne 150 ml,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
727,1964.03,71,Avene Serenage Crema Noche 40 ml,,,
9576,1962.49,86,Eucerin Hyaluron Filler Piel Seca Crema de dia FPS15 50ml + Contorno de ojos 15ml GRATIS,Cosmética y Belleza,Facial,Antiarrugas
72827,1961.22,59,Emulsion Antiedad Prodermis Cellage Day Endocare SPF30 50ml,Cosmética y Belleza,Facial,Antiarrugas
37088,1960.9,190,Durex Invisible Preservativo Extrafino Extralubricado 12 Unidades ,Salud,Salud Sexual,Preservativos
87685,1960.48,64,"Colágeno, Silicio y Ácido Hialurónico Binature Bote Vainilla 368gr DUPLO",Salud,Huesos articulaciones y músculos,Colágeno
42367,1958.89,185,Uresim Pure Hyaluronic Acid Champu 400ml,Higiene y cuidado personal,Cabello,Champu
2049,1958.6399999999999,82,Singuladerm Xpert Contour Contorno Ojos 15ml,Cosmética y Belleza,Ojos,Contorno de Ojos
2771,1957.9099999999999,107,Eucerin Men Intense Crema Anti-Edad 50 ml,,,
5990,1957.89,173,La Roche Posay Hydreane BB Cream Tono Medio SPF-20 40 ml,Cosmética y Belleza,Facial,Hidratantes
1328,1957.42,84,Bepanthol Locion Ultra Protect 400 ml,Cosmética y Belleza,Corporal,Piel Seca y atópica
4532,1955.69,191,Leti AT4 Facial 50 ml,Cosmética y Belleza,Facial,Piel Atópica
4634,1954.61,78,Primacol Plus 30 Cápsulas,Salud,Problemas cardiovasculares y circulación,Colesterol
3994,1953.7099999999998,148,Bioderma Sébium Hydra 40ml,Cosmética y Belleza,Facial,Acné
69091,1952.4900000000002,3,Cochecito de Paseo Shom by Roberto Verino Elegance Baby Essentials,,,
10113,1952.0800000000002,541,Interapothek Gel Natural Cero 1000ml,,,
73211,1951.1399999999999,58,Bienestar Colesterol Sandoz 120 Capsulas,Salud,Problemas cardiovasculares y circulación,Colesterol
65225,1951.1399999999999,119,Nutira Forte 30 Capsulas,Salud,Vitaminas y Minerales,
11876,1950.0600000000002,29,Enerzona Omega 3 Rx 240 Cápsulas de 1gramo,,,
67840,1949.41,101,"Thealoz Duo Gel 30 Unidosis de 0,4g",Salud,Óptica,Colirios
38263,1948.05,110,EUCERIN Spray Solar Transparente Dry Touch FPS 50+ 200ml + 200ml DUPLO,,,
5667,1944.7,157,Avene Agua Termal Locion Micelar 400 ml,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
3644,1942.33,57,,,,
1330,1941.39,126,Bepanthol Pomada Protectora 100 gramos,Cosmética y Belleza,Corporal,Piel Seca y atópica
1654,1940.3600000000001,86,Breathe Right Tira Nasal Pequeña/Mediana 30 unidades,Higiene y cuidado personal,Nariz y oído,Limpieza
4065,1937.74,92,Bioderma White Objective Serum Noche 30ml,Cosmética y Belleza,Facial,Antimanchas
72315,1935.93,43,Tratamiento antioxidante IsdinCeutics Flavo-C Melatonin 30 Ampollas,Cosmética y Belleza,Facial,Ampollas
66880,1935.81,50,Pack Hydragenist Gel-Crema Lierac 50ml + Mascarilla 75ml,,,
5125,1935.6399999999999,55,Optifast Batido de Café 9 Sobres de 54 Gramos,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
28926,1933.1799999999998,69,Chicco SterilNatural 2 en 1 ,Infantil,Accesorios de alimentación,Esterilización y limpieza
42040,1932.02,80,Blenuten Neutro 400gr,Nutrición,Nutrición específica,Niños
11378,1930.78,90,,,,
6166,1927.2,303,SensiLacer Pasta Dentífrica Con Fluor 125 ml,Higiene y cuidado personal,Dental,Dentífricos
58211,1923.62,79,Ymea Sofoconfort 24h 64 Capsulas ,,,
4307,1922.04,77,Liposomial Antienvejecimiento Emulsión 50 ml Lotalia,Cosmética y Belleza,Facial,Antiarrugas
6481,1918.97,71,Cumlaude Advance 15 Ampollas Tratamiento Anticaida Mujer,,,
9168,1918.6299999999999,115,Lullage acneXpert Renovador Celular Concentrado 30ml,,,
77278,1918.16,146,Levadura de Cerveza y Vitaminas B Complex 600mg Binature 60 comprimidos,Salud,Vitaminas y Minerales,Vitaminas
5155,1916.5,117,EpaPlus Onagra + Acido Hialuronico Epa-Plus Capsulas,,,
5789,1916.02,102,Sensilis Pure Perfection Fluido hidratante matificante SPF 10 50 ml,Cosmética y Belleza,Facial,Hidratantes
49886,1912.99,103,Naturcup Copa Menstrual Talla 2,Higiene y cuidado personal,Íntima,Copas menstruales
1227,1910.12,103,Arkoreal Jalea Real Propolis 20 Ampollas,,,
15970,1907.9199999999998,46,Ensure Nutrivigor Chocolate 850 Gramos,Nutrición,Nutrición específica,Adultos
11428,1907.8899999999999,212,Aquilea Sueño 15 Comprimidos Bicapa,Salud,Descanso y relajación,
619,1906.36,117,Avene Mascarilla Calmante Hidratante 50 ml,Higiene y cuidado personal,Facial,Mascarillas
63307,1906.18,191,Nuxe Desodorante de Larga Duracion 50ml + 50ml,Higiene y cuidado personal,Corporal,Desodorantes
8315,1903.36,93,Avent Recipientes Set Gourmet 10x180ml + 10x240ml 6m+ ,Infantil,Accesorios de alimentación,Vajillas Infantiles
4082,1902.68,110,Uriage Bariederm Unguento Fisuras Grietas 40 gramos,Cosmética y Belleza,Corporal,Piel Seca y atópica
4703,1902.03,74,Nuxe Body Crema Fundente Reafirmante 200 ml,Cosmética y Belleza,Corporal,Reductores y reafirmantes
711,1901.91,96,Avene Solar Compacto Color 50 Dorado 10g,Cosmética y Belleza,Facial,Maquillajes
33737,1901.5700000000002,182,SOTYA Cafe Verde + Garcinia + Chitosan + Cromo 90 Capsulas,Nutrición,Alimentos,Tés e infusiones
23434,1900.7199999999998,67,,,,
4660,1900.03,74,Segle Flash Serum Contorno de Ojos 15 ml,Cosmética y Belleza,Ojos,Bolsas en ojos
5466,1898.61,127,Sesderma Lipoceutical Hidroquin Whitening Ampollas 5x2ml,Cosmética y Belleza,Facial,Antimanchas
21641,1897.26,83,SESDERMA Atopises Leche Corporal 400ml,Cosmética y Belleza,Corporal,Hidratación
6264,1895.3,95,Sensilis Maquillaje Skin Performer Pre base perfeccionadora alisante 30 ml,Cosmética y Belleza,Facial,Maquillajes
12183,1894.78,39,Enerzona Pack Omega 3 Rx 120 Cápsulas de 1gramo + 48 Capsulas De Regalo,,,
3544,1891.84,162,Klorane Champu Extracto De Peonia de China 400 ml,Higiene y cuidado personal,Cabello,Champu
11240,1890.8799999999999,192,Vitis Colutorio Aloe Vera Sabor Menta 1000 ml,Higiene y cuidado personal,Dental,Colutorios
5236,1890.5,203,Acnilaude M-Mattifying Treatment 40 ml Cumlaude,Cosmética y Belleza,Facial,Acné
10860,1890.28,173,Uresim Perfect Tensor Serum 30 ml,,,
7437,1888.02,167,Air-lift 40 Cápsulas,Higiene y cuidado personal,Dental,Cuidados Especiales
9683,1887.5700000000002,195,Xhekpon Flash 150 ml,Cosmética y Belleza,Facial,Antiarrugas
5455,1887.02,49,Sesderma Liposomal Ferulac Antiaging System 30+30ml Lipoceutical,Cosmética y Belleza,Facial,Hidratantes
6859,1886.46,152,Vichy Normaderm Anti edad Tratamiento Anti-imperfecciones Anti-arrugas 50 ml,,,
66271,1884.98,91,Slow Age Crema Facial Vichy SPF30 50ml,Cosmética y Belleza,Facial,Antiarrugas
93726,1884.11,44,Endocare C20 Proteoglicanos 30Uds con REGALO Tratamiento Piel Nueva,,,
50939,1883.46,212,Aceite Árbol del Té Prisma Natural 50 ml Spray,Higiene y cuidado personal,Cabello,Piojos
11006,1882.3100000000002,176,Chicco Dispositivo Anti Mosquitos Portatil,Salud,Botiquín,Antimosquitos
15556,1881.52,78,Onagra Plus 1000 mg Sotya 200 Capsulas,Salud,Belleza,Piel
1364,1880.98,125,Bimanan Barritas Chocolate Fondant 8unidades,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
726,1880.48,69,Avene Serenage Serum Intensivo 30 ml,,,
5700,1876.44,178,Dr Browns Biberón Boca Ancha Rosa 270ml Dr. Brown's,,,
62857,1875.7,198,Apivita Champu Diario Camomila y Miel 250ml,Higiene y cuidado personal,Cabello,Champu
60194,1875.41,90,Pack Heliocare 360º Airgel SPF50+ 200ml + Gel SPF50+ 25ml,,,
4302,1875.38,194,Bioderma Nodé Fluido 400 ml Champú Diario,Higiene y cuidado personal,Cabello,Champu
78681,1874.8,72,Femibion Pronatal 1 30 Comprimidos Duplo,,,
1869,1874.6499999999999,141,Gel de Baño Hidratante Ureadin Syndet 1000 ml,Higiene y cuidado personal,Corporal,Geles
72659,1872.37,256,Bolsas Congelacion Leche Materna Medela 25 bolsas,Infantil,Lactancia,Accesorios de extracción
10995,1872.17,84,,,,
71842,1872.16,85,Liftactiv Concentrado Antioxidante y Anti-Fatiga Vichy 10ml,Cosmética y Belleza,Facial,Antiarrugas
2906,1867.67,45,Siken Desayuno Cacao 400 gramos,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
72288,1867.42,43,Kit Despigmentante Manchas Generalizadas Martiderm,,,
4042,1865.33,228,Anthelios XL 50+ Stick Zonas Sensibles La Roche Posay,Cosmética y Belleza,Sol,Protectores solares
36173,1862.84,90,Eucerin Even Brighter Hiperpigmentación 50 ml ,,,
34081,1862.19,107,Drasanvi Curcuma Nutrabasicos 24 Capsulas ,Salud,Huesos articulaciones y músculos,Dolores articulares
7815,1861.18,99,Apivita Tinte Nature's Hair Color Caramelo 7.35,,,
9630,1858.59,104,Otostick Bebé 8 Correctores,Salud,BotiquínApósitos, tiritas y gasas
11696,1856.52,78,Triconails Kaedum 60 capsulas Fortalecedor cabello y uñas,Salud,Belleza,Cabello | Uñas
5691,1855.88,200,Dr Browns Biberón Boca Ancha 150 ml Dr. Brown's,,,
4787,1852.3600000000001,45,Lierac Mesolift Crema Fundente Vitaminada 50 ml ,,,
28038,1850.1799999999998,96,Drasanvi Levadura Roja de Arroz 30 Capsulas,Salud,Problemas cardiovasculares y circulación,Colesterol
5641,1849.27,124,Weleda Aceite Regenerador de Granada 100 ml,Cosmética y Belleza,Corporal,Reductores y reafirmantes
35747,1846.87,71,Crecimiento de Cejas Talika Lipocils Expert 10ml LIPOSOURCILS ,Cosmética y Belleza,Ojos,Cejas
39299,1845.55,113,Arkopharma Curcuma 45 Capsulas,Salud,Huesos articulaciones y músculos,Dolores articulares
46924,1844.83,151,La Roche Posay Effaclar Duo+ Unifiant Tono Medio 40 ml,Cosmética y Belleza,Facial,Acné
11073,1844.21,99,La Roche Posay Anthelios XL Compacto Crema 50+ 9 Gramos Dorado,Cosmética y Belleza,Facial,Maquillajes
7209,1841.93,179,Cumlaude Higiene Íntima Diaria 500 ml +500 ml Duplo,,,
35115,1841.35,148,Be+ BB Cream Reguladora Matificante Piel Acneica SPF20 Tono Claro 40ml ,,,
15766,1840.36,464,Cola de Caballo 500 mg Sotya 100 Comprimidos,,,
78214,1840.34,97,Acido Hialurónico Vital Plus Active 35 ml,Cosmética y Belleza,Facial,Antiarrugas
3876,1839.68,84,Sesderma Acglicolic 20 5Ampollas de 2ml,,,
72815,1838.07,34,Serum Antiedad Global Origin Pro EGF-5 Sensilis 30ml,Cosmética y Belleza,Facial,Antiarrugas
1755,1837.94,412,Protector Labial Isdin SPF15 4g,,,
10822,1837.09,104,Eucerin Pack Family Sun Spray 50+ 200 ml + Sun Spray Kids 50+ 200 ml,,,
4786,1834.7199999999998,45,Lierac Mesolift Concentrado Serum Fresco Vitaminado 30 ml ,,,
25938,1833.99,56,Frezyderm Botulin Effect Cream 50ml,Cosmética y Belleza,Facial,Antiarrugas
34147,1833.6200000000001,41,Phytokeratine Extréme Masque d'exception Mascarilla Capilar 200 ml,Higiene y cuidado personal,Cabello,Mascarillas
